INSCRICAO,ENDEREÇO IMOVEL,CONTRIBUINTE,CLASSIFICACAO,BENEFICIO
6414-9,R  PAPI JUNIOR 1717  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430235,MITRA ARQUIDIOCESANA DE FORTALEZA,Imunidade,Templos Religiosos
8606-1,R  FRANCISCA CLOTILDE   S/N RODOLFO TEÓFILO FORTALEZA - CE CEP:60431075,MITRA ARQUIDIOCESANA DE FORTALEZA,Imunidade,Templos Religiosos
282663-1,AV  POMPILIO GOMES 300  Q028 PASSARÉ FORTALEZA - CE CEP:60861790,MITRA ARQUIDIOCESANA DE FORTALEZA,Imunidade,Templos Religiosos
86909-0,R NSA DAS GRACAS 13  PIRAMBÚ FORTALEZA - CE CEP:60310770,MITRA ARQUIDIOCESANA DE FORTALEZA,Imunidade,Templos Religiosos
48129-7,AV VIS DO RIO BRANCO 2590  FÁTIMA FORTALEZA - CE CEP:60055364,ORDEM DA IMAC C BENAVENT V MARIA,Imunidade,Templos Religiosos
123893-0,R  PEDRO SAMPAIO (VILA VELHA) 996  JARDIM GUANABARA FORTALEZA - CE CEP:60345602,PAROQUIA DE SAO PEDRO E SAO PAULO,Imunidade,Templos Religiosos
10562-7,R SAO CAETANO 83  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
10564-3,R SAO CAETANO 79  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
10563-5,R SAO CAETANO 81  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
10558-9,R  TEODORETO SOUTO 1160  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430730,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
10561-9,R SAO CAETANO 85  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
10556-2,R  TEODORETO SOUTO 1154  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430730,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
10565-1,R SAO CAETANO 77  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
10560-0,R SAO CAETANO 87  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
10557-0,R  TEODORETO SOUTO 1156  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430730,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
53616-4,AV DES MOREIRA 2121  ALDEOTA FORTALEZA - CE CEP:60170173,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
10555-4,R  TEODORETO SOUTO 1152  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430730,PAROQUIA DE SAO VICENTE DE PAULO,Imunidade,Templos Religiosos
383189-2,R  1163 (CONJ. CEARA I) 166  CONJUNTO CEARÁ I FORTALEZA - CE CEP:60533560,PAROQUIA NOSSA SENHORA DA CONCEICAO,Imunidade,Templos Religiosos
4811-9,R  CONRADO CABRAL 648  MONTE CASTELO FORTALEZA - CE CEP:60325645,PARÓQUIA SENHOR DO BONFIM,Imunidade,Templos Religiosos
366462-7,R MAJ FACUNDO 332  CENTRO FORTALEZA - CE CEP:60025100,PIA SOCIEDADE FILHAS DE SAO PAULO,Imunidade,Templos Religiosos
32640-2,R  SILVA PAULET 1111  ALDEOTA FORTALEZA - CE CEP:60120021,PRIMEIRA IGREJA BATISTA DE FORTALEZA,Imunidade,Templos Religiosos
32641-0,R  SILVA PAULET 1107  ALDEOTA FORTALEZA - CE CEP:60120021,PRIMEIRA IGREJA BATISTA DE FORTALEZA,Imunidade,Templos Religiosos
345687-0,AV  F (CONJ. PREF. JOSE WALTER) 562  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60750050,PRIMEIRA IGREJA BATISTA DE FORTALEZA,Imunidade,Templos Religiosos
335351-6,R  K JOAO PAULO II 87  Q005 BARROSO FORTALEZA - CE CEP:60863500,PRIMEIRA IGREJA BATISTA EM JANGURUSSU,Imunidade,Templos Religiosos
60762-2,AV  I (CONJ. PREF. JOSE WALTER) 690  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60750080,PRIMEIRA IGREJA BATISTA EM JOSE WALTER,Imunidade,Templos Religiosos
139193-3,R  GOIS MONTEIRO 437  PADRE ANDRADE FORTALEZA - CE CEP:60356322,PRIMEIRA IGREJA BIBLICA INDEPENDENTE DE FORTALEZA,Imunidade,Templos Religiosos
282769-7,R  ITABORAI 267  PASSARÉ FORTALEZA - CE CEP:60861830,PROJETO MISSIONARIO,Imunidade,Templos Religiosos
246162-5,R  MONTE REI (EDSON QUEIROZ) 300  EDSON QUEIROZ FORTALEZA - CE CEP:60836120,PROVINCIA CAMILIANA BRASILEIRA,Imunidade,Templos Religiosos
154693-7,R SAO VICENTE DE PAULA 300  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60352370,PROVINCIA DE FORTALEZA DA CONGREGACAO DA MISSAO,Imunidade,Templos Religiosos
96268-6,R NSA DAS GRACAS 526  PIRAMBÚ FORTALEZA - CE CEP:60310770,PROVINCIA SAO FRANCISCO DAS CHAGAS CEARA E PIAUI,Imunidade,Templos Religiosos
70872-0,AV DUQ DE CAXIAS 235  CENTRO FORTALEZA - CE CEP:60035111,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,Imunidade,Templos Religiosos
301400-2,AV FRE CIRILO 4454  MESSEJANA FORTALEZA - CE CEP:60840285,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,Imunidade,Templos Religiosos
487230-4,AV DUQ DE CAXIAS 235  LJ-18 CENTRO FORTALEZA - CE CEP:60035111,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,Imunidade,Templos Religiosos
484566-8,AV DUQ DE CAXIAS 235  L-01A CENTRO FORTALEZA - CE CEP:60035111,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,Imunidade,Templos Religiosos
795144-2,AV DUQ DE CAXIAS 235  A CENTRO FORTALEZA - CE CEP:60035111,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,Imunidade,Templos Religiosos
166548-0,R CON DE CASTRO 62  PARANGABA FORTALEZA - CE CEP:60720096,RAFAEL DIOGENES PINHEIRO,Imunidade,Templos Religiosos
137284-0,AV  BEZERRA DE MENEZES 2840  PRESIDENTE KENNEDY FORTALEZA - CE CEP:60325002,REDE DE EDUCACAO SMIC,Imunidade,Templos Religiosos
83774-1,AV  FRANCISCO SA 2828  CARLITO PAMPLONA FORTALEZA - CE CEP:60310052,SEGUNDA IGREJA PREBISTERIANA DE FORTALEZA,Imunidade,Templos Religiosos
16367-8,R  WALDERY UCHOA 72  BENFICA FORTALEZA - CE CEP:60020110,SEICHO NO IE DO BRASIL,Imunidade,Templos Religiosos
228443-0,R  DO GIRO 30  ANTIGA PRACA CEL ALBANO PARANGABA FORTALEZA - CE CEP:60720020,SEMINARIO E INSTITUTO BIBLICO MARANATA,Imunidade,Templos Religiosos
33445-6,R PRO CARVALHO 3071  JOAQUIM TÁVORA FORTALEZA - CE CEP:60120205,SEMINARIO TEOLOGICO BATISTA DO CEARA,Imunidade,Templos Religiosos
244315-5,R  JOSE BASTOS 5217  COUTO FERNANDES FORTALEZA - CE CEP:60442108,SERVICO SOCIAL DO COMERCIO - SESC - AR.CE.,Imunidade,Templos Religiosos
215332-7,R  NEREIDE 300  GRANJA PORTUGAL FORTALEZA - CE CEP:60540685,SOCIEDADE EDUCACAO E CARIDADE,Imunidade,Templos Religiosos
98725-5,AL  DAS ROSAS 405  CIDADE 2000 FORTALEZA - CE CEP:60190370,SOCIEDADE ESPIRITA CARIDADE E ESPERANCA,Imunidade,Templos Religiosos
584099-6,R  IRINEU DE SOUSA 500  CRISTO REDENTOR FORTALEZA - CE CEP:60337180,SOCIEDADE ESPIRITA IRMAO GERARDO - S.E.I.G,Imunidade,Templos Religiosos
331086-8,R  JOSE ALVES CAVALCANTE 1130  CIDADE DOS FUNCIONÁRIOS FORTALEZA - CE CEP:60822570,SOCIEDADE MAE E RAINHA,Imunidade,Templos Religiosos
43075-7,R  CARAPINIMA 1695  BENFICA FORTALEZA - CE CEP:60015290,UNIAO ESPIRITA CEARENSE,Imunidade,Templos Religiosos
43076-5,R  CARAPINIMA 1695  BENFICA FORTALEZA - CE CEP:60015290,UNIAO ESPIRITA CEARENSE,Imunidade,Templos Religiosos
43078-1,R  CARAPINIMA 1695  BENFICA FORTALEZA - CE CEP:60015290,UNIAO ESPIRITA CEARENSE,Imunidade,Templos Religiosos
43077-3,R  CARAPINIMA 1695  BENFICA FORTALEZA - CE CEP:60015290,UNIAO ESPIRITA CEARENSE,Imunidade,Templos Religiosos
144772-6,R  ERICO MOTA 1275  AMADEU FURTADO FORTALEZA - CE CEP:60455495,UNIAO MISS DOS ADV DO SET DIA M R NO BR,Imunidade,Templos Religiosos
144771-8,R  ERICO MOTA 1275  A AMADEU FURTADO FORTALEZA - CE CEP:60455495,UNIAO MISS DOS ADV DO SET DIA M R NO BR,Imunidade,Templos Religiosos
237371-8,R TEN QUEIROS 610  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60360170,UNIAO NE BRASILEIRA DA IGREJA ADVENTISTA DOS DIA,Imunidade,Templos Religiosos
593867-8,R TIP SALES 252  AMADEU FURTADO FORTALEZA - CE CEP:60450125,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,Imunidade,Templos Religiosos
159070-7,R CEL ALEXANDRINO 869  MONTESE FORTALEZA - CE CEP:60420700,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,Imunidade,Templos Religiosos
10253-9,R PRO JOAO BOSCO 370  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430690,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,Imunidade,Templos Religiosos
245820-9,R  MARCELINO DE MELO   VAZIO SAPIRANGA-COITÉ FORTALEZA - CE CEP:60833622,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,Imunidade,Templos Religiosos
645962-5,R PDE ANCHIETA 1111  CASA 01 SÃO GERARDO FORTALEZA - CE CEP:60325582,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,Imunidade,Templos Religiosos
330192-3,R  ANTONIO MONTEIRO 789  PARQUE SANTA ROSA FORTALEZA - CE CEP:60762742,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
613728-8,R PRO VICENTE SILVEIRA 661  VILA UNIÃO FORTALEZA - CE CEP:60410672,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
307048-4,R  NUNES VALENTE 3050  DIONÍSIO TORRES FORTALEZA - CE CEP:60125071,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
4321-4,R PDE ANCHIETA 1111  SÃO GERARDO FORTALEZA - CE CEP:60325582,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
427957-3,R MIN ANTONIO COELHO 305  VILA VELHA FORTALEZA - CE CEP:60347230,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
42707-1,AV  DA UNIVERSIDADE 2083  BENFICA FORTALEZA - CE CEP:60020180,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
82868-8,R CAP NESTOR GOIS 60  VILA ELLERY FORTALEZA - CE CEP:60320380,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
255082-2,R  JAPI 391  SERRINHA FORTALEZA - CE CEP:60741420,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
42708-0,AV  DA UNIVERSIDADE 2083  BENFICA FORTALEZA - CE CEP:60020180,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
613729-6,R PRO VICENTE SILVEIRA 657  VILA UNIÃO FORTALEZA - CE CEP:60410672,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
311789-8,R  GUANABARA 621  PAN AMERICANO FORTALEZA - CE CEP:60440135,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
209032-5,AV SEN FERNANDES TAVORA 471  JÓQUEI CLUBE FORTALEZA - CE CEP:60510111,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
27162-4,R PRO VICENTE SILVEIRA 661  VILA UNIÃO FORTALEZA - CE CEP:60410672,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
347059-8,R  VII (CIDADE OESTE) 178  QUINTINO CUNHA FORTALEZA - CE CEP:60351770,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,Imunidade,Templos Religiosos
70719-8,R  JAIME BENEVOLO 259  CENTRO FORTALEZA - CE CEP:60050080,UNIAO NORTE BRASILEIRA DE EDUCACAO E CULTURA,Imunidade,Templos Religiosos
70822-4,AV DUQ DE CAXIAS 101  CENTRO FORTALEZA - CE CEP:60035111,UNIAO NORTE BRASILEIRA DE EDUCACAO E CULTURA,Imunidade,Templos Religiosos
67961-5,R PRC ISABEL 290  CENTRO FORTALEZA - CE CEP:60015060,1 IGREJA PRESBITERIANA INDEPENDENTE DE FORTALEZA,Imunidade,Templos Religiosos
110662-7,R  WALTER POMPEU 760  CRISTO REDENTOR FORTALEZA - CE CEP:60337120,1 IGREJA PRESBITERIANA INDEPENDENTE DE FORTALEZA,Imunidade,Templos Religiosos
180284-4,R CAP OLAVO 324  ALTO DA BALANÇA FORTALEZA - CE CEP:60851245,1 IGREJA PRESBITERIANA INDEPENDENTE DE FORTALEZA,Imunidade,Templos Religiosos
